f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
661.2340000000004,1357.415999999999,2207.305599999999,2765.699999999999,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.3452,105.02799999999999,162.64959999999994,196.06399999999996,VEJHEZ_clean_primitive
661.2340000000004,1357.4159999999993,2207.3055999999992,2765.7000000000003,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.345200000000006,105.02799999999999,162.64959999999994,196.06399999999996,VEJHEZ_clean_primitive
661.2340000000004,1357.416,2207.3056,2765.7,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.345200000000006,105.02800000000002,162.64960000000002,196.0640000000001,VEJHEZ_clean_primitive
661.2340000000006,1357.4160000000004,2207.3055999999997,2765.699999999999,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.345200000000006,105.02800000000002,162.6496,196.0640000000001,VEJHEZ_clean_primitive
661.2340000000002,1357.4160000000002,2207.3055999999997,2765.6999999999994,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.345200000000006,105.02800000000002,162.64960000000002,196.0640000000001,VEJHEZ_clean_primitive
661.2340000000005,1357.4160000000002,2207.3056000000006,2765.6999999999994,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.345200000000006,105.02800000000002,162.64960000000005,196.06400000000008,VEJHEZ_clean_primitive
661.2340000000002,1357.4159999999993,2207.3056000000006,2765.7000000000003,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34519999999999,105.02799999999986,162.64959999999996,196.0639999999999,VEJHEZ_clean_primitive
661.2340000000002,1357.415999999999,2207.3055999999997,2765.7000000000007,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34519999999997,105.02799999999988,162.6495999999999,196.06399999999988,VEJHEZ_clean_primitive
661.2340000000002,1357.4159999999993,2207.305599999999,2765.700000000001,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34520000000002,105.02799999999999,162.64959999999996,196.06399999999996,VEJHEZ_clean_primitive
661.2340000000002,1357.4159999999995,2207.305599999999,2765.700000000001,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34520000000002,105.02799999999999,162.6496,196.06399999999994,VEJHEZ_clean_primitive
661.2340000000002,1357.4159999999995,2207.305599999999,2765.700000000001,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34520000000002,105.02799999999999,162.64959999999996,196.06399999999994,VEJHEZ_clean_primitive
661.2340000000002,1357.4159999999993,2207.305599999999,2765.700000000001,3112.0,6480.0,10144.0,11352.0,92.0,200.0,320.0,416.0,520.0,1320.0,1984.0,2320.0,44.34520000000002,105.02799999999999,162.64959999999996,196.06399999999994,VEJHEZ_clean_primitive
