f-link-chi-0,f-link-chi-1,f-link-chi-2,f-link-chi-3,f-link-Z-0,f-link-Z-1,f-link-Z-2,f-link-Z-3,f-link-I-0,f-link-I-1,f-link-I-2,f-link-I-3,f-link-T-0,f-link-T-1,f-link-T-2,f-link-T-3,f-link-S-0,f-link-S-1,f-link-S-2,f-link-S-3,name
319.16909999999996,663.7140000000003,1059.0756000000001,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.8402,92.28720000000004,LAFFEG
319.1690999999999,663.7140000000003,1059.0756000000001,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.8402,92.28720000000003,LAFFEG
319.1690999999999,663.7140000000003,1059.0756000000001,1353.3780000000002,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.259200000000003,50.86620000000002,76.8402,92.28720000000001,LAFFEG
319.1690999999999,663.7140000000003,1059.0756000000001,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.259200000000007,50.86620000000002,76.84020000000001,92.28720000000001,LAFFEG
62.390499999999996,128.71359999999999,155.54399999999998,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.3484,4.469999999999999,LAFFEG
62.390499999999996,128.71359999999999,155.544,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.950000000000001,9.3484,4.47,LAFFEG
62.390499999999996,128.71359999999999,155.54399999999998,90.4704,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.3484,4.47,LAFFEG
62.390499999999996,128.71359999999999,155.54400000000004,90.4704,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.950000000000001,9.3484,4.47,LAFFEG
62.3905,128.7136,155.54399999999998,90.47040000000003,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.469999999999999,LAFFEG
62.3905,128.71359999999999,155.544,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.3484,4.47,LAFFEG
62.390499999999996,128.71359999999999,155.54399999999998,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.950000000000001,9.3484,4.469999999999999,LAFFEG
319.1690999999999,663.7140000000003,1059.0756000000001,1353.3780000000002,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.259200000000007,50.86620000000002,76.84020000000001,92.28720000000001,LAFFEG
319.1690999999999,663.7140000000003,1059.0755999999997,1353.3780000000002,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.259200000000007,50.86620000000002,76.84020000000001,92.28720000000001,LAFFEG
62.390499999999996,128.7136,155.54400000000004,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.950000000000001,9.348400000000002,4.47,LAFFEG
62.3905,128.71359999999999,155.54399999999998,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.3484,4.47,LAFFEG
319.16909999999996,663.7140000000003,1059.0756,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000001,92.28720000000001,LAFFEG
319.1690999999999,663.7140000000003,1059.0756000000001,1353.3780000000004,1371.0,2916.0,4344.0,4764.0,48.0,102.0,162.0,216.0,264.0,666.0,978.0,1128.0,21.25920000000001,50.86620000000002,76.84020000000001,92.28720000000001,LAFFEG
62.3905,128.71359999999999,155.54399999999998,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.3484,4.469999999999999,LAFFEG
62.390499999999996,128.7136,155.54399999999998,90.47040000000001,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.950000000000001,9.3484,4.47,LAFFEG
62.390499999999996,128.71359999999999,155.544,90.47040000000003,283.0,574.0,684.0,252.0,8.0,16.0,20.0,12.0,36.0,78.0,86.0,40.0,3.6792,7.949999999999999,9.348400000000002,4.47,LAFFEG
